时间,城市,确诊人数,疑似病例,死亡人数,治愈人数
2020/02/08 09:01,荆门,588,0,18,36
2020/02/08 09:01,鄂州,569,0,20,33
2020/02/08 09:01,咸宁,476,0,2,16
2020/02/08 09:01,十堰,438,0,0,40
2020/02/08 09:01,仙桃,359,0,5,14
2020/02/08 09:01,天门,179,0,10,1
2020/02/08 09:01,恩施州,160,0,0,20
2020/02/08 09:01,潜江,80,0,2,1
2020/02/08 09:01,神农架林区,10,0,0,2
2020/02/08 07:58,武汉,13603,0,545,747
2020/02/08 07:58,孝感,2313,0,26,42
2020/02/08 07:58,黄冈,2041,0,36,105
2020/02/08 07:58,随州,953,0,9,23
2020/02/08 07:58,荆州,941,0,11,31
2020/02/08 07:58,襄阳,907,0,5,34
2020/02/08 07:58,黄石,703,0,2,48
2020/02/08 07:58,宜昌,633,0,8,25
2020/02/08 07:58,荆门,588,0,18,36
2020/02/08 07:58,鄂州,569,0,20,33
2020/02/08 07:58,咸宁,476,0,2,16
2020/02/08 07:58,十堰,438,0,0,40
2020/02/08 07:58,仙桃,359,0,5,14
2020/02/08 07:58,天门,179,0,10,1
2020/02/08 07:58,恩施州,160,0,0,17
2020/02/08 07:58,潜江,80,0,2,1
2020/02/08 07:58,神农架林区,10,0,0,2
2020/02/08 07:44,武汉,13603,0,545,747
2020/02/08 07:44,孝感,2313,0,26,38
2020/02/08 07:44,黄冈,2041,0,36,105
2020/02/08 07:44,随州,953,0,9,23
2020/02/08 07:44,荆州,941,0,11,31
2020/02/08 07:44,襄阳,907,0,5,34
2020/02/08 07:44,黄石,703,0,2,48
2020/02/08 07:44,宜昌,633,0,8,25
2020/02/08 07:44,荆门,588,0,18,36
2020/02/08 07:44,鄂州,569,0,20,33
2020/02/08 07:44,咸宁,476,0,2,16
2020/02/08 07:44,十堰,438,0,0,40
2020/02/08 07:44,仙桃,359,0,5,14
2020/02/08 07:44,天门,179,0,10,1
2020/02/08 07:44,恩施州,160,0,0,17
2020/02/08 07:44,潜江,80,0,2,1
2020/02/08 07:44,神农架林区,10,0,0,2
2020/02/08 06:15,武汉,13603,0,545,747
2020/02/08 06:15,孝感,2313,0,26,38
2020/02/08 06:15,黄冈,2041,0,36,105
2020/02/08 06:15,随州,953,0,9,23
2020/02/08 06:15,荆州,941,0,11,31
2020/02/08 06:15,襄阳,907,0,5,34
2020/02/08 06:15,黄石,703,0,2,48
2020/02/08 06:15,宜昌,633,0,8,25
2020/02/08 06:15,荆门,588,0,18,36
2020/02/08 06:15,鄂州,569,0,20,33
2020/02/08 06:15,咸宁,476,0,2,16
2020/02/08 06:15,十堰,438,0,0,34
2020/02/08 06:15,仙桃,359,0,5,14
2020/02/08 06:15,天门,179,0,10,1
2020/02/08 06:15,恩施州,160,0,0,17
2020/02/08 06:15,潜江,80,0,2,1
2020/02/08 06:15,神农架林区,10,0,0,2
2020/02/08 06:14,武汉,13603,0,545,747
2020/02/08 06:14,孝感,2313,0,26,38
2020/02/08 06:14,黄冈,2041,0,36,105
2020/02/08 06:14,随州,953,0,9,23
2020/02/08 06:14,荆州,941,0,11,31
2020/02/08 06:14,襄阳,907,0,5,34
2020/02/08 06:14,黄石,703,0,2,48
2020/02/08 06:14,宜昌,633,0,8,25
2020/02/08 06:14,荆门,588,0,18,36
2020/02/08 06:14,鄂州,569,0,20,33
2020/02/08 06:14,咸宁,476,0,2,16
2020/02/08 06:14,十堰,438,0,0,33
2020/02/08 06:14,仙桃,359,0,5,14
2020/02/08 06:14,天门,179,0,10,1
2020/02/08 06:14,恩施州,160,0,0,17
2020/02/08 06:14,潜江,80,0,2,1
2020/02/08 06:14,神农架林区,10,0,0,2
2020/02/08 04:10,武汉,13603,0,545,747
2020/02/08 04:10,孝感,2313,0,26,38
2020/02/08 04:10,黄冈,2041,0,36,105
2020/02/08 04:10,随州,953,0,9,23
2020/02/08 04:10,荆州,941,0,11,31
2020/02/08 04:10,襄阳,907,0,5,34
2020/02/08 04:10,黄石,703,0,2,48
2020/02/08 04:10,宜昌,633,0,8,25
2020/02/08 04:10,荆门,588,0,18,36
2020/02/08 04:10,鄂州,569,0,20,33
2020/02/08 04:10,咸宁,476,0,2,16
2020/02/08 04:10,十堰,438,0,0,33
2020/02/08 04:10,仙桃,359,0,5,14
2020/02/08 04:10,天门,179,0,10,1
2020/02/08 04:10,恩施州,160,0,0,17
2020/02/08 04:10,潜江,80,0,2,1
2020/02/08 04:10,神农架林区,10,0,0,2
2020/02/08 03:19,武汉,13603,0,545,698
2020/02/08 03:19,孝感,2313,0,26,38
2020/02/08 03:19,黄冈,2041,0,36,105
2020/02/08 03:19,随州,953,0,9,23
2020/02/08 03:19,荆州,941,0,11,31
2020/02/08 03:19,襄阳,907,0,5,34
2020/02/08 03:19,黄石,703,0,2,48
2020/02/08 03:19,宜昌,633,0,8,25
2020/02/08 03:19,荆门,588,0,18,36
2020/02/08 03:19,鄂州,569,0,20,11
2020/02/08 03:19,咸宁,476,0,2,16
2020/02/08 03:19,十堰,438,0,0,33
2020/02/08 03:19,仙桃,359,0,5,14
2020/02/08 03:19,天门,179,0,10,1
2020/02/08 03:19,恩施州,160,0,0,17
2020/02/08 03:19,潜江,80,0,2,1
2020/02/08 03:19,神农架林区,10,0,0,2
2020/02/08 02:49,武汉,13603,0,545,698
2020/02/08 02:49,孝感,2313,0,26,38
2020/02/08 02:49,黄冈,2041,0,36,105
2020/02/08 02:49,随州,953,0,9,23
2020/02/08 02:49,荆州,941,0,11,31
2020/02/08 02:49,襄阳,907,0,5,34
2020/02/08 02:49,黄石,703,0,2,48
2020/02/08 02:49,宜昌,633,0,8,24
2020/02/08 02:49,荆门,588,0,18,36
2020/02/08 02:49,鄂州,569,0,20,11
2020/02/08 02:49,咸宁,476,0,2,16
2020/02/08 02:49,十堰,438,0,0,33
2020/02/08 02:49,仙桃,359,0,5,14
2020/02/08 02:49,天门,179,0,10,1
2020/02/08 02:49,恩施州,160,0,0,17
2020/02/08 02:49,潜江,80,0,2,1
2020/02/08 02:49,神农架林区,10,0,0,2
2020/02/08 02:29,武汉,13603,0,545,698
2020/02/08 02:29,孝感,2313,0,26,38
2020/02/08 02:29,黄冈,2041,0,36,105
2020/02/08 02:29,随州,953,0,9,23
2020/02/08 02:29,荆州,941,0,11,31
2020/02/08 02:29,襄阳,907,0,5,34
2020/02/08 02:29,黄石,703,0,2,43
2020/02/08 02:29,宜昌,633,0,8,24
2020/02/08 02:29,荆门,588,0,18,36
2020/02/08 02:29,鄂州,569,0,20,11
2020/02/08 02:29,咸宁,476,0,2,16
2020/02/08 02:29,十堰,438,0,0,33
2020/02/08 02:29,仙桃,359,0,5,14
2020/02/08 02:29,天门,179,0,10,1
2020/02/08 02:29,恩施州,160,0,0,17
2020/02/08 02:29,潜江,80,0,2,1
2020/02/08 02:29,神农架林区,10,0,0,2
2020/02/08 02:01,武汉,13603,0,545,698
2020/02/08 02:01,孝感,2313,0,26,38
2020/02/08 02:01,黄冈,2041,0,36,105
2020/02/08 02:01,随州,953,0,9,23
2020/02/08 02:01,荆州,941,0,11,31
2020/02/08 02:01,襄阳,907,0,5,31
2020/02/08 02:01,黄石,703,0,2,43
2020/02/08 02:01,宜昌,633,0,8,24
2020/02/08 02:01,荆门,588,0,18,36
2020/02/08 02:01,鄂州,569,0,20,11
2020/02/08 02:01,咸宁,476,0,2,16
2020/02/08 02:01,十堰,438,0,0,33
2020/02/08 02:01,仙桃,359,0,5,14
2020/02/08 02:01,天门,179,0,10,1
2020/02/08 02:01,恩施州,160,0,0,17
2020/02/08 02:01,潜江,80,0,2,1
2020/02/08 02:01,神农架林区,10,0,0,2
2020/02/08 01:06,武汉,13603,0,545,698
2020/02/08 01:06,孝感,2313,0,26,38
2020/02/08 01:06,黄冈,2041,0,36,105
2020/02/08 01:06,随州,953,0,9,23
2020/02/08 01:06,荆州,941,0,11,30
2020/02/08 01:06,襄阳,907,0,5,31
2020/02/08 01:06,黄石,703,0,2,43
2020/02/08 01:06,宜昌,633,0,8,24
2020/02/08 01:06,荆门,588,0,18,36
2020/02/08 01:06,鄂州,569,0,20,11
2020/02/08 01:06,咸宁,476,0,2,16
2020/02/08 01:06,十堰,438,0,0,33
2020/02/08 01:06,仙桃,359,0,5,14
2020/02/08 01:06,天门,179,0,10,1
2020/02/08 01:06,恩施州,160,0,0,17
2020/02/08 01:06,潜江,80,0,2,1
2020/02/08 01:06,神农架林区,10,0,0,2
2020/02/08 00:01,武汉,13603,0,545,698
2020/02/08 00:01,孝感,2313,0,26,38
2020/02/08 00:01,黄冈,2041,0,36,105
2020/02/08 00:01,随州,953,0,9,23
2020/02/08 00:01,荆州,941,0,11,30
2020/02/08 00:01,襄阳,907,0,5,31
2020/02/08 00:01,黄石,703,0,2,43
2020/02/08 00:01,宜昌,633,0,8,24
2020/02/08 00:01,荆门,588,0,18,36
2020/02/08 00:01,鄂州,569,0,20,11
2020/02/08 00:01,咸宁,476,0,2,16
2020/02/08 00:01,十堰,438,0,0,33
2020/02/08 00:01,仙桃,359,0,5,14
2020/02/08 00:01,天门,179,0,10,1
2020/02/08 00:01,恩施州,160,0,0,15
2020/02/08 00:01,潜江,80,0,2,1
2020/02/08 00:01,神农架林区,10,0,0,2
2020/02/07 22:49,武汉,13603,0,545,698
2020/02/07 22:49,孝感,2313,0,26,38
2020/02/07 22:49,黄冈,2041,0,36,105
2020/02/07 22:49,随州,953,0,9,23
2020/02/07 22:49,荆州,941,0,11,30
2020/02/07 22:49,襄阳,907,0,5,31
2020/02/07 22:49,黄石,703,0,2,43
2020/02/07 22:49,宜昌,633,0,8,24
2020/02/07 22:49,荆门,588,0,18,36
2020/02/07 22:49,鄂州,569,0,20,11
2020/02/07 22:49,咸宁,476,0,2,16
2020/02/07 22:49,十堰,438,0,0,33
2020/02/07 22:49,仙桃,359,0,5,14
2020/02/07 22:49,天门,179,0,10,1
2020/02/07 22:49,恩施州,160,0,0,13
2020/02/07 22:49,潜江,80,0,2,1
2020/02/07 22:49,神农架林区,10,0,0,2
2020/02/07 18:39,武汉,13603,0,545,698
2020/02/07 18:39,孝感,2313,0,26,38
2020/02/07 18:39,黄冈,2041,0,36,105
2020/02/07 18:39,随州,953,0,9,23
2020/02/07 18:39,荆州,941,0,11,30
2020/02/07 18:39,襄阳,907,0,5,31
2020/02/07 18:39,黄石,703,0,2,43
2020/02/07 18:39,宜昌,633,0,8,24
2020/02/07 18:39,荆门,588,0,18,36
2020/02/07 18:39,鄂州,569,0,20,11
2020/02/07 18:39,咸宁,476,0,2,12
2020/02/07 18:39,十堰,438,0,0,33
2020/02/07 18:39,仙桃,359,0,5,14
2020/02/07 18:39,天门,179,0,10,1
2020/02/07 18:39,恩施州,160,0,0,13
2020/02/07 18:39,潜江,80,0,2,1
2020/02/07 18:39,神农架林区,10,0,0,2
2020/02/07 09:01,武汉,11618,0,478,542
2020/02/07 09:01,孝感,2141,0,25,30
2020/02/07 09:01,黄冈,1897,0,32,81
2020/02/07 09:01,随州,915,0,9,9
2020/02/07 09:01,荆州,885,0,10,24
2020/02/07 09:01,襄阳,838,0,3,30
2020/02/07 09:01,黄石,635,0,2,40
2020/02/07 09:01,宜昌,610,0,7,15
2020/02/07 09:01,荆门,553,0,17,24
2020/02/07 09:01,鄂州,471,0,18,9
2020/02/07 09:01,咸宁,443,0,1,8
2020/02/07 09:01,十堰,395,0,0,28
2020/02/07 09:01,仙桃,307,0,5,11
2020/02/07 09:01,天门,163,0,10,1
2020/02/07 09:01,恩施州,157,0,0,13
2020/02/07 09:01,潜江,74,0,1,0
2020/02/07 09:01,神农架林区,10,0,0,2
2020/02/07 08:23,武汉,11618,0,478,540
2020/02/07 08:23,孝感,2141,0,25,30
2020/02/07 08:23,黄冈,1897,0,32,81
2020/02/07 08:23,随州,915,0,9,9
2020/02/07 08:23,荆州,885,0,10,24
2020/02/07 08:23,襄阳,838,0,3,30
2020/02/07 08:23,黄石,635,0,2,40
2020/02/07 08:23,宜昌,610,0,7,15
2020/02/07 08:23,荆门,553,0,17,24
2020/02/07 08:23,鄂州,471,0,18,9
2020/02/07 08:23,咸宁,443,0,1,8
2020/02/07 08:23,十堰,395,0,0,28
2020/02/07 08:23,仙桃,307,0,5,11
2020/02/07 08:23,天门,163,0,10,1
2020/02/07 08:23,恩施州,157,0,0,13
2020/02/07 08:23,潜江,74,0,1,0
2020/02/07 08:23,神农架林区,10,0,0,2
2020/02/07 08:05,武汉,11618,0,478,540
2020/02/07 08:05,孝感,2141,0,25,30
2020/02/07 08:05,黄冈,1897,0,32,81
2020/02/07 08:05,随州,915,0,9,9
2020/02/07 08:05,荆州,885,0,10,24
2020/02/07 08:05,襄阳,838,0,3,30
2020/02/07 08:05,黄石,635,0,2,40
2020/02/07 08:05,宜昌,610,0,7,15
2020/02/07 08:05,荆门,553,0,17,24
2020/02/07 08:05,鄂州,471,0,18,9
2020/02/07 08:05,咸宁,443,0,1,8
2020/02/07 08:05,十堰,395,0,0,28
2020/02/07 08:05,仙桃,307,0,5,11
2020/02/07 08:05,天门,163,0,10,1
2020/02/07 08:05,恩施州,157,0,0,12
2020/02/07 08:05,潜江,74,0,1,0
2020/02/07 08:05,神农架林区,10,0,0,2
2020/02/07 07:26,武汉,11618,0,478,540
2020/02/07 07:26,孝感,2141,0,25,25
2020/02/07 07:26,黄冈,1897,0,32,81
2020/02/07 07:26,随州,915,0,9,9
2020/02/07 07:26,荆州,885,0,10,24
2020/02/07 07:26,襄阳,838,0,3,29
2020/02/07 07:26,黄石,635,0,2,40
2020/02/07 07:26,宜昌,610,0,7,15
2020/02/07 07:26,荆门,553,0,17,24
2020/02/07 07:26,鄂州,471,0,18,9
2020/02/07 07:26,咸宁,443,0,1,6
2020/02/07 07:26,十堰,395,0,0,28
2020/02/07 07:26,仙桃,307,0,5,11
2020/02/07 07:26,天门,163,0,10,1
2020/02/07 07:26,恩施州,157,0,0,12
2020/02/07 07:26,潜江,74,0,1,0
2020/02/07 07:26,神农架林区,10,0,0,2
2020/02/07 07:25,武汉,11618,0,478,540
2020/02/07 07:25,孝感,2141,0,25,25
2020/02/07 07:25,黄冈,1897,0,32,81
2020/02/07 07:25,随州,915,0,9,9
2020/02/07 07:25,荆州,885,0,10,24
2020/02/07 07:25,襄阳,838,0,3,29
2020/02/07 07:25,黄石,635,0,2,40
2020/02/07 07:25,宜昌,610,0,7,14
2020/02/07 07:25,荆门,553,0,17,24
2020/02/07 07:25,鄂州,471,0,18,9
2020/02/07 07:25,咸宁,443,0,1,6
2020/02/07 07:25,十堰,395,0,0,28
2020/02/07 07:25,仙桃,307,0,5,11
2020/02/07 07:25,天门,163,0,10,1
2020/02/07 07:25,恩施州,157,0,0,12
2020/02/07 07:25,潜江,74,0,1,0
2020/02/07 07:25,神农架林区,10,0,0,2
2020/02/07 07:00,武汉,11618,0,478,540
2020/02/07 07:00,孝感,2141,0,25,25
2020/02/07 07:00,黄冈,1897,0,32,81
2020/02/07 07:00,随州,915,0,9,9
2020/02/07 07:00,荆州,885,0,10,24
2020/02/07 07:00,襄阳,838,0,3,29
2020/02/07 07:00,黄石,635,0,2,40
2020/02/07 07:00,宜昌,610,0,7,14
2020/02/07 07:00,荆门,553,0,17,24
2020/02/07 07:00,鄂州,471,0,18,9
2020/02/07 07:00,咸宁,443,0,1,6
2020/02/07 07:00,十堰,395,0,0,28
2020/02/07 07:00,仙桃,307,0,5,11
2020/02/07 07:00,天门,163,0,10,1
2020/02/07 07:00,恩施州,157,0,0,12
2020/02/07 07:00,潜江,74,0,1,0
2020/02/07 07:00,神农架林区,10,0,0,2
2020/02/07 06:59,武汉,11618,0,478,540
2020/02/07 06:59,孝感,2141,0,25,25
2020/02/07 06:59,黄冈,1897,0,32,81
2020/02/07 06:59,随州,915,0,9,9
2020/02/07 06:59,荆州,885,0,10,23
2020/02/07 06:59,襄阳,838,0,3,29
2020/02/07 06:59,黄石,635,0,2,40
2020/02/07 06:59,宜昌,610,0,7,14
2020/02/07 06:59,荆门,553,0,17,24
2020/02/07 06:59,鄂州,471,0,18,9
2020/02/07 06:59,咸宁,443,0,1,6
2020/02/07 06:59,十堰,395,0,0,28
2020/02/07 06:59,仙桃,307,0,5,11
2020/02/07 06:59,天门,163,0,10,1
2020/02/07 06:59,恩施州,157,0,0,12
2020/02/07 06:59,潜江,74,0,1,0
2020/02/07 06:59,神农架林区,10,0,0,2
2020/02/07 06:27,武汉,11618,0,478,540
2020/02/07 06:27,孝感,2141,0,25,25
2020/02/07 06:27,黄冈,1897,0,32,81
2020/02/07 06:27,随州,915,0,9,9
2020/02/07 06:27,荆州,885,0,10,23
2020/02/07 06:27,襄阳,838,0,3,29
2020/02/07 06:27,黄石,635,0,2,40
2020/02/07 06:27,宜昌,610,0,7,14
2020/02/07 06:27,荆门,553,0,17,24
2020/02/07 06:27,鄂州,471,0,18,9
2020/02/07 06:27,咸宁,443,0,1,6
2020/02/07 06:27,十堰,395,0,0,28
2020/02/07 06:27,仙桃,307,0,5,11
2020/02/07 06:27,天门,163,0,10,1
2020/02/07 06:27,恩施州,157,0,0,12
2020/02/07 06:27,潜江,74,0,1,0
2020/02/07 06:27,神农架林区,10,0,0,2
2020/02/07 04:38,武汉,11618,0,478,540
2020/02/07 04:38,孝感,2141,0,25,25
2020/02/07 04:38,黄冈,1897,0,32,68
2020/02/07 04:38,随州,915,0,9,9
2020/02/07 04:38,荆州,885,0,10,23
2020/02/07 04:38,襄阳,838,0,3,29
2020/02/07 04:38,黄石,635,0,2,40
2020/02/07 04:38,宜昌,610,0,7,13
2020/02/07 04:38,荆门,553,0,17,24
2020/02/07 04:38,鄂州,471,0,18,9
2020/02/07 04:38,咸宁,443,0,1,6
2020/02/07 04:38,十堰,395,0,0,28
2020/02/07 04:38,仙桃,307,0,5,11
2020/02/07 04:38,天门,163,0,10,1
2020/02/07 04:38,恩施州,157,0,0,12
2020/02/07 04:38,潜江,74,0,1,0
2020/02/07 04:38,神农架林区,10,0,0,2
2020/02/07 04:37,武汉,11618,0,478,540
2020/02/07 04:37,孝感,2141,0,25,25
2020/02/07 04:37,黄冈,1897,0,32,68
2020/02/07 04:37,随州,915,0,9,9
2020/02/07 04:37,荆州,885,0,10,23
2020/02/07 04:37,襄阳,838,0,3,29
2020/02/07 04:37,黄石,635,0,2,39
2020/02/07 04:37,宜昌,610,0,7,11
2020/02/07 04:37,荆门,553,0,17,24
2020/02/07 04:37,鄂州,471,0,18,9
2020/02/07 04:37,咸宁,443,0,1,6
2020/02/07 04:37,十堰,395,0,0,28
2020/02/07 04:37,仙桃,307,0,5,11
2020/02/07 04:37,天门,163,0,10,1
2020/02/07 04:37,恩施州,157,0,0,12
2020/02/07 04:37,潜江,74,0,1,0
2020/02/07 04:37,神农架林区,10,0,0,2
2020/02/07 03:08,武汉,11618,0,478,535
2020/02/07 03:08,孝感,2141,0,25,25
2020/02/07 03:08,黄冈,1897,0,32,68
2020/02/07 03:08,随州,915,0,9,9
2020/02/07 03:08,荆州,885,0,10,23
2020/02/07 03:08,襄阳,838,0,3,29
2020/02/07 03:08,黄石,635,0,2,39
2020/02/07 03:08,宜昌,610,0,7,11
2020/02/07 03:08,荆门,553,0,17,24
2020/02/07 03:08,鄂州,471,0,18,9
2020/02/07 03:08,咸宁,443,0,1,6
2020/02/07 03:08,十堰,395,0,0,28
2020/02/07 03:08,仙桃,307,0,5,11
2020/02/07 03:08,天门,163,0,10,1
2020/02/07 03:08,恩施州,157,0,0,12
2020/02/07 03:08,潜江,74,0,1,0
2020/02/07 03:08,神农架林区,10,0,0,2
2020/02/07 03:03,武汉,11618,0,478,535
2020/02/07 03:03,孝感,2141,0,25,25
2020/02/07 03:03,黄冈,1897,0,32,68
2020/02/07 03:03,随州,915,0,9,9
2020/02/07 03:03,荆州,885,0,10,23
2020/02/07 03:03,襄阳,838,0,3,29
2020/02/07 03:03,黄石,635,0,2,39
2020/02/07 03:03,宜昌,610,0,7,11
2020/02/07 03:03,荆门,553,0,17,24
2020/02/07 03:03,鄂州,471,0,18,9
2020/02/07 03:03,咸宁,443,0,1,6
2020/02/07 03:03,十堰,395,0,0,28
2020/02/07 03:03,仙桃,307,0,5,11
2020/02/07 03:03,天门,163,0,10,1
2020/02/07 03:03,恩施州,157,0,0,12
2020/02/07 03:03,潜江,74,0,1,0
2020/02/07 03:03,神农架林区,10,0,0,2
2020/02/07 01:31,武汉,11618,0,478,535
2020/02/07 01:31,孝感,2141,0,25,25
2020/02/07 01:31,黄冈,1897,0,32,68
2020/02/07 01:31,随州,915,0,9,9
2020/02/07 01:31,荆州,885,0,10,23
2020/02/07 01:31,襄阳,838,0,3,29
2020/02/07 01:31,黄石,635,0,2,39
2020/02/07 01:31,宜昌,610,0,7,11
2020/02/07 01:31,荆门,553,0,17,24
2020/02/07 01:31,鄂州,471,0,18,9
2020/02/07 01:31,咸宁,443,0,1,6
2020/02/07 01:31,十堰,395,0,0,24
2020/02/07 01:31,仙桃,307,0,5,11
2020/02/07 01:31,天门,163,0,10,1
2020/02/07 01:31,恩施州,157,0,0,12
2020/02/07 01:31,潜江,74,0,1,0
2020/02/07 01:31,神农架林区,10,0,0,2
2020/02/07 01:30,武汉,11618,0,478,535
2020/02/07 01:30,孝感,2141,0,25,25
2020/02/07 01:30,黄冈,1897,0,32,68
2020/02/07 01:30,随州,915,0,9,9
2020/02/07 01:30,荆州,885,0,10,23
2020/02/07 01:30,襄阳,838,0,3,29
2020/02/07 01:30,黄石,635,0,2,39
2020/02/07 01:30,宜昌,610,0,7,11
2020/02/07 01:30,荆门,553,0,17,24
2020/02/07 01:30,鄂州,471,0,18,9
2020/02/07 01:30,咸宁,443,0,1,6
2020/02/07 01:30,十堰,395,0,0,24
2020/02/07 01:30,仙桃,307,0,5,11
2020/02/07 01:30,天门,163,0,10,1
2020/02/07 01:30,恩施州,157,0,0,10
2020/02/07 01:30,潜江,74,0,1,0
2020/02/07 01:30,神农架林区,10,0,0,2
2020/02/06 22:38,武汉,11618,0,478,535
2020/02/06 22:38,孝感,2141,0,25,25
2020/02/06 22:38,黄冈,1897,0,32,68
2020/02/06 22:38,随州,915,0,9,9
2020/02/06 22:38,荆州,885,0,10,23
2020/02/06 22:38,襄阳,838,0,3,29
2020/02/06 22:38,黄石,635,0,2,31
2020/02/06 22:38,宜昌,610,0,7,11
2020/02/06 22:38,荆门,553,0,17,24
2020/02/06 22:38,鄂州,471,0,18,9
2020/02/06 22:38,咸宁,443,0,1,6
2020/02/06 22:38,十堰,395,0,0,24
2020/02/06 22:38,仙桃,307,0,5,11
2020/02/06 22:38,天门,163,0,10,1
2020/02/06 22:38,恩施州,157,0,0,10
2020/02/06 22:38,潜江,74,0,1,0
2020/02/06 22:38,神农架林区,10,0,0,2
2020/02/06 21:19,武汉,11618,0,478,535
2020/02/06 21:19,孝感,2141,0,25,25
2020/02/06 21:19,黄冈,1897,0,32,68
2020/02/06 21:19,随州,915,0,9,9
2020/02/06 21:19,荆州,885,0,10,22
2020/02/06 21:19,襄阳,838,0,3,29
2020/02/06 21:19,黄石,635,0,2,31
2020/02/06 21:19,宜昌,610,0,7,11
2020/02/06 21:19,荆门,553,0,17,24
2020/02/06 21:19,鄂州,471,0,18,9
2020/02/06 21:19,咸宁,443,0,1,6
2020/02/06 21:19,十堰,395,0,0,24
2020/02/06 21:19,仙桃,307,0,5,11
2020/02/06 21:19,天门,163,0,10,1
2020/02/06 21:19,恩施州,157,0,0,10
2020/02/06 21:19,潜江,74,0,1,0
2020/02/06 21:19,神农架林区,10,0,0,2
2020/02/06 21:15,武汉,11618,0,478,535
2020/02/06 21:15,孝感,2141,0,25,25
2020/02/06 21:15,黄冈,1897,0,32,68
2020/02/06 21:15,随州,915,0,9,9
2020/02/06 21:15,荆州,885,0,10,22
2020/02/06 21:15,襄阳,838,0,3,29
2020/02/06 21:15,黄石,635,0,2,31
2020/02/06 21:15,宜昌,610,0,7,11
2020/02/06 21:15,荆门,553,0,17,24
2020/02/06 21:15,鄂州,471,0,18,9
2020/02/06 21:15,咸宁,443,0,1,6
2020/02/06 21:15,十堰,395,0,0,24
2020/02/06 21:15,仙桃,307,0,5,22
2020/02/06 21:15,天门,163,0,10,1
2020/02/06 21:15,恩施州,157,0,0,10
2020/02/06 21:15,潜江,74,0,1,0
2020/02/06 21:15,神农架林区,10,0,0,2
2020/02/06 21:14,武汉,11618,0,478,535
2020/02/06 21:14,孝感,2141,0,25,25
2020/02/06 21:14,黄冈,1897,0,32,68
2020/02/06 21:14,随州,915,0,9,9
2020/02/06 21:14,荆州,885,0,10,22
2020/02/06 21:14,襄阳,838,0,3,11
2020/02/06 21:14,黄石,635,0,2,25
2020/02/06 21:14,宜昌,610,0,7,11
2020/02/06 21:14,荆门,553,0,17,24
2020/02/06 21:14,鄂州,471,0,18,9
2020/02/06 21:14,咸宁,443,0,1,3
2020/02/06 21:14,十堰,395,0,0,24
2020/02/06 21:14,仙桃,307,0,5,22
2020/02/06 21:14,天门,163,0,10,1
2020/02/06 21:14,恩施州,157,0,0,10
2020/02/06 21:14,潜江,74,0,1,0
2020/02/06 21:14,神农架林区,10,0,0,2
2020/02/06 21:13,武汉,11618,0,478,535
2020/02/06 21:13,孝感,2141,0,25,25
2020/02/06 21:13,黄冈,1897,0,32,68
2020/02/06 21:13,随州,915,0,9,9
2020/02/06 21:13,荆州,885,0,10,22
2020/02/06 21:13,襄阳,838,0,3,11
2020/02/06 21:13,黄石,635,0,2,25
2020/02/06 21:13,宜昌,610,0,7,11
2020/02/06 21:13,荆门,553,0,17,24
2020/02/06 21:13,鄂州,471,0,18,8
2020/02/06 21:13,咸宁,443,0,1,3
2020/02/06 21:13,十堰,395,0,0,14
2020/02/06 21:13,仙桃,307,0,5,22
2020/02/06 21:13,天门,163,0,10,1
2020/02/06 21:13,恩施州,157,0,0,10
2020/02/06 21:13,潜江,74,0,1,0
2020/02/06 21:13,神农架林区,10,0,0,2
2020/02/06 21:12,武汉,11618,0,478,535
2020/02/06 21:12,孝感,2141,0,25,25
2020/02/06 21:12,黄冈,1897,0,32,68
2020/02/06 21:12,随州,915,0,9,9
2020/02/06 21:12,荆州,885,0,10,22
2020/02/06 21:12,襄阳,838,0,3,11
2020/02/06 21:12,黄石,635,0,2,25
2020/02/06 21:12,宜昌,610,0,7,10
2020/02/06 21:12,荆门,553,0,17,21
2020/02/06 21:12,鄂州,471,0,18,8
2020/02/06 21:12,咸宁,443,0,1,3
2020/02/06 21:12,十堰,395,0,0,14
2020/02/06 21:12,仙桃,307,0,5,22
2020/02/06 21:12,天门,163,0,10,1
2020/02/06 21:12,恩施州,157,0,0,10
2020/02/06 21:12,潜江,74,0,1,0
2020/02/06 21:12,神农架林区,10,0,0,2
2020/02/06 21:10,武汉,11618,0,478,535
2020/02/06 21:10,孝感,2141,0,25,9
2020/02/06 21:10,黄冈,1897,0,32,65
2020/02/06 21:10,随州,915,0,9,9
2020/02/06 21:10,荆州,885,0,10,18
2020/02/06 21:10,襄阳,838,0,3,11
2020/02/06 21:10,黄石,635,0,2,25
2020/02/06 21:10,宜昌,610,0,7,10
2020/02/06 21:10,荆门,553,0,17,21
2020/02/06 21:10,鄂州,471,0,18,8
2020/02/06 21:10,咸宁,443,0,1,3
2020/02/06 21:10,十堰,395,0,0,14
2020/02/06 21:10,仙桃,307,0,5,22
2020/02/06 21:10,天门,163,0,10,1
2020/02/06 21:10,恩施州,157,0,0,10
2020/02/06 21:10,潜江,74,0,1,0
2020/02/06 21:10,神农架林区,10,0,0,2
2020/02/06 18:15,武汉,11618,0,478,496
2020/02/06 18:15,孝感,2141,0,25,9
2020/02/06 18:15,黄冈,1897,0,32,65
2020/02/06 18:15,随州,915,0,9,9
2020/02/06 18:15,荆州,885,0,10,18
